_step,actor/entropy,actor/grad_norm,actor/loss,actor/lr,critic/rewards/max,critic/rewards/mean,critic/rewards/min,critic/score/max,critic/score/mean,critic/score/min,perf/throughput,response_length/clip_ratio,response_length/max,response_length/mean,response_length/min,timing_s/step,training/global_step,training/num_turns/max,training/num_turns/mean,training/num_turns/min
222,0.07712195068597794,0.18953314423561096,0.005531197413802147,5e-07,1.0,0.2591796815395355,-0.20000000298023224,1.0,0.2591796815395355,-0.20000000298023224,859.0205280320201,0.00390625,923,418.22265625,25,55.05136193699582,222,4,3.984375,2
223,0.06132860854268074,0.19442009925842285,0.013389809988439083,5e-07,1.0,0.314453125,0.15000000596046448,1.0,0.314453125,0.15000000596046448,875.8659173610396,0.00390625,738,406.84375,304,53.01382218399522,223,4,4.0,4
224,0.07294534146785736,0.3320266604423523,0.02159169316291809,5e-07,1.0,0.33984375,-0.20000000298023224,1.0,0.33984375,-0.20000000298023224,812.9462606645188,0.00390625,1024,402.91015625,1,56.85277396099991,224,4,3.9609375,2
225,0.06204203516244888,0.24068517982959747,-0.011582099832594395,5e-07,1.0,0.30585938692092896,-0.20000000298023224,1.0,0.30585938692092896,-0.20000000298023224,866.5069742779813,0.00390625,597,395.24609375,73,52.832523405995744,225,4,3.9921875,2
226,0.08487924933433533,0.24844571948051453,0.03970064967870712,5e-07,1.0,0.28886720538139343,-0.20000000298023224,1.0,0.28886720538139343,-0.20000000298023224,828.2732897028684,0.0078125,1024,417.3515625,7,57.108566203998635,226,4,3.9453125,2
227,0.08747367560863495,0.28389376401901245,0.11526413261890411,5e-07,1.0,0.24238282442092896,-0.20000000298023224,1.0,0.24238282442092896,-0.20000000298023224,803.7695688218772,0.0078125,1024,400.34375,67,57.2825866839994,227,4,3.9375,2
228,0.05724525451660156,0.25367650389671326,0.060719214379787445,5e-07,1.0,0.29414063692092896,-0.20000000298023224,1.0,0.29414063692092896,-0.20000000298023224,820.7303456135751,0.00390625,1024,405.296875,25,56.731178819994966,228,4,3.96875,2
229,0.06356415152549744,0.33505865931510925,0.010434184223413467,5e-07,1.0,0.2748046815395355,-0.20000000298023224,1.0,0.2748046815395355,-0.20000000298023224,856.3587746616907,0.00390625,593,394.91796875,112,53.24257933599438,229,4,3.96875,2
230,0.061938606202602386,0.24563276767730713,0.006277799606323242,5e-07,1.0,0.29218751192092896,-0.20000000298023224,1.0,0.29218751192092896,-0.20000000298023224,866.9991689534932,0.00390625,608,402.05859375,221,53.38845947899972,230,4,3.9921875,2
231,0.0670468807220459,0.30737558007240295,-0.010542493313550949,5e-07,1.0,0.21601560711860657,-0.20000000298023224,1.0,0.21601560711860657,-0.20000000298023224,861.0733061068626,0.00390625,659,392.24609375,28,52.743186530002276,231,4,3.984375,2
232,0.06395703554153442,0.2990967929363251,-0.021886136382818222,5e-07,1.0,0.31035158038139343,-0.20000000298023224,1.0,0.31035158038139343,-0.20000000298023224,853.7929341681398,0.00390625,690,390.3828125,1,53.22543462400063,232,4,3.984375,2
233,0.07901154458522797,0.2813984155654907,0.015470927581191063,5e-07,1.0,0.31855469942092896,-0.20000000298023224,1.0,0.31855469942092896,-0.20000000298023224,834.7148795079645,0.00390625,813,390.1484375,1,54.28140927200002,233,4,3.96875,2
234,0.0775962620973587,0.26814180612564087,-0.006110828369855881,5e-07,1.0,0.3150390684604645,-0.20000000298023224,1.0,0.3150390684604645,-0.20000000298023224,859.9493720172245,0.00390625,811,390.3203125,1,52.87695006199647,234,4,3.9765625,2
235,0.05501139536499977,0.22669634222984314,0.027889233082532883,5e-07,1.0,0.3609375059604645,-0.20000000298023224,1.0,0.3609375059604645,-0.20000000298023224,818.602040140163,0.00390625,1000,409.94921875,279,57.14712119699834,235,4,3.9921875,2
236,0.07631458342075348,0.2442609965801239,0.02362668886780739,5e-07,1.0,0.23964844644069672,-0.20000000298023224,1.0,0.23964844644069672,-0.20000000298023224,836.6942746724062,0.00390625,734,395.9609375,147,54.95376434600621,236,4,3.9765625,2
237,0.06295480579137802,0.23701424896717072,0.04660587012767792,5e-07,1.0,0.29511719942092896,-0.20000000298023224,1.0,0.29511719942092896,-0.20000000298023224,817.7120194479847,0.00390625,1024,405.296875,121,57.15092708500015,237,4,3.9765625,2
238,0.06556414067745209,0.21214883029460907,-0.009593622758984566,5e-07,1.0,0.22968749701976776,-0.20000000298023224,1.0,0.22968749701976776,-0.20000000298023224,814.7187855353894,0.00390625,846,388.3984375,1,55.62962436200178,238,4,3.9765625,2
239,0.08578161150217056,0.3113488256931305,0.03369736671447754,5e-07,1.0,0.2992187440395355,-0.20000000298023224,1.0,0.2992187440395355,-0.20000000298023224,802.8468285006901,0.00390625,1024,396.69921875,1,57.249712359000114,239,4,3.96875,2
240,0.06055547669529915,0.3326129615306854,-0.007869194261729717,5e-07,1.0,0.29414066672325134,-0.20000000298023224,1.0,0.29414066672325134,-0.20000000298023224,865.0202648520775,0.00390625,730,395.67578125,77,52.94471339099982,240,4,3.984375,2
241,0.06069938465952873,0.34177279472351074,0.0011168569326400757,5e-07,1.0,0.328125,-0.20000000298023224,1.0,0.328125,-0.20000000298023224,857.8801058012806,0.00390625,608,384.94140625,1,52.62536069400085,241,4,3.9609375,2
242,0.07363563030958176,0.30707189440727234,-0.0019045071676373482,5e-07,1.0,0.2744140625,-0.20000000298023224,1.0,0.2744140625,-0.20000000298023224,852.067776230153,0.00390625,653,382.04296875,85,52.562426662996586,242,4,3.9609375,2
243,0.06840396672487259,0.2452569156885147,0.044840745627880096,5e-07,1.0,0.2523437440395355,-0.20000000298023224,1.0,0.2523437440395355,-0.20000000298023224,797.5001563178395,0.00390625,1024,393.0,37,57.168640832001984,243,4,3.984375,2
244,0.07676713913679123,0.3392263352870941,0.007984998635947704,5e-07,1.0,0.2470702975988388,-0.20000000298023224,1.0,0.2470702975988388,-0.20000000298023224,863.6802426416908,0.00390625,932,392.21484375,130,52.76460864800174,244,4,3.984375,2
245,0.08243390917778015,0.3057246506214142,0.036823250353336334,5e-07,1.0,0.24628905951976776,-0.20000000298023224,1.0,0.24628905951976776,-0.20000000298023224,813.9768043004757,0.00390625,1024,399.69140625,1,56.9073341589974,245,4,3.96875,2
246,0.054767824709415436,0.26297444105148315,-0.0035693517420440912,5e-07,1.0,0.29863283038139343,-0.20000000298023224,1.0,0.29863283038139343,-0.20000000298023224,848.1884245349344,0.00390625,635,389.3203125,1,53.2611607200015,246,4,3.96875,2
247,0.05936520919203758,0.22884824872016907,0.0007478799670934677,5e-07,1.0,0.2533203363418579,-0.20000000298023224,1.0,0.2533203363418579,-0.20000000298023224,859.1468982152234,0.00390625,723,391.23046875,209,52.83584226899984,247,4,3.9921875,2
248,0.0559297651052475,0.23485004901885986,0.0008182656019926071,5e-07,1.0,0.39960935711860657,0.0,1.0,0.39960935711860657,0.0,854.1932814720203,0.00390625,583,386.2265625,27,52.837573157004954,248,4,3.9921875,2
249,0.06954987347126007,0.26897746324539185,0.06523964554071426,5e-07,1.0,0.31660160422325134,-0.20000000298023224,1.0,0.31660160422325134,-0.20000000298023224,802.2947727756973,0.00390625,1024,393.62109375,95,56.9076997000011,249,4,3.9765625,2
250,0.05878879129886627,0.26767653226852417,0.005423199385404587,5e-07,1.0,0.25664061307907104,-0.20000000298023224,1.0,0.25664061307907104,-0.20000000298023224,868.752157611668,0.00390625,705,397.640625,51,52.956415241002105,250,4,3.984375,2
251,0.06244285777211189,0.2475060075521469,-0.011771388351917267,5e-07,1.0,0.3257812559604645,-0.20000000298023224,1.0,0.3257812559604645,-0.20000000298023224,857.4343638561904,0.00390625,616,387.0390625,60,52.76847057600389,251,4,3.984375,2
252,0.0636994019150734,0.3133133053779602,0.02797655574977398,5e-07,1.0,0.3246093690395355,0.0,1.0,0.3246093690395355,0.0,794.251217062223,0.00390625,899,392.08203125,30,57.39777166300337,252,6,3.984375,2
253,0.07548803836107254,0.3203422427177429,0.03166262060403824,5e-07,1.0,0.2994140684604645,-0.20000000298023224,1.0,0.2994140684604645,-0.20000000298023224,805.8610859430004,0.0078125,1024,394.640625,28,56.84726660599699,253,4,3.9609375,2
254,0.061826691031455994,0.29231974482536316,0.023091133683919907,5e-07,1.0,0.2789062559604645,-0.20000000298023224,1.0,0.2789062559604645,-0.20000000298023224,784.866906876331,0.00390625,1024,385.79296875,134,57.223396230001526,254,4,3.984375,2
255,0.05653053894639015,0.27122512459754944,0.0059425500221550465,5e-07,1.0,0.3052734434604645,0.15000000596046448,1.0,0.3052734434604645,0.15000000596046448,865.3291816532017,0.00390625,684,394.6015625,278,52.91916760800086,255,4,4.0,4
256,0.0547940619289875,0.28517982363700867,0.04469126835465431,5e-07,1.0,0.3531250059604645,-0.20000000298023224,1.0,0.3531250059604645,-0.20000000298023224,804.3160755133754,0.00390625,1024,396.08984375,123,57.092915829998674,256,4,3.9765625,2
257,0.04992278665304184,0.20825520157814026,0.022891703993082047,5e-07,1.0,0.3046875,-0.20000000298023224,1.0,0.3046875,-0.20000000298023224,799.5694762413556,0.00390625,1024,391.94921875,1,56.95783962900168,257,4,3.9765625,2
258,0.05084430053830147,0.2817102074623108,-0.0015122583135962486,5e-07,1.0,0.29179686307907104,0.0,1.0,0.29179686307907104,0.0,847.9532837130184,0.00390625,674,383.10546875,1,52.77619753300678,258,4,3.984375,2
259,0.06036115437746048,0.26255279779434204,-0.0010616853833198547,5e-07,1.0,0.30644530057907104,-0.20000000298023224,1.0,0.30644530057907104,-0.20000000298023224,845.0723131914955,0.00390625,703,382.29296875,1,53.29336826799408,259,4,3.96875,2
260,0.05146103724837303,0.2846597135066986,-0.004282663576304913,5e-07,1.0,0.3359375,-0.20000000298023224,1.0,0.3359375,-0.20000000298023224,857.2973891996209,0.00390625,611,389.140625,79,52.75065638800152,260,4,3.9921875,2
261,0.050280530005693436,0.25995659828186035,-0.007720906287431717,5e-07,1.0,0.36054691672325134,-0.20000000298023224,1.0,0.36054691672325134,-0.20000000298023224,846.9380080218068,0.00390625,562,384.4921875,95,53.12490356300259,261,4,3.984375,2
262,0.0566873624920845,0.2471408098936081,-0.0011556297540664673,5e-07,1.0,0.2945312261581421,-0.20000000298023224,1.0,0.2945312261581421,-0.20000000298023224,861.4928735901879,0.00390625,771,392.26171875,31,53.0030501700021,262,4,3.9765625,2
263,0.056770507246255875,0.2769502103328705,-0.030055604875087738,5e-07,1.0,0.22128906846046448,-0.20000000298023224,1.0,0.22128906846046448,-0.20000000298023224,870.000620008279,0.00390625,712,394.328125,1,52.598813090000476,263,4,3.96875,2
264,0.08242321759462357,0.4537314474582672,0.05814368277788162,5e-07,1.0,0.2759765386581421,-0.20000000298023224,1.0,0.2759765386581421,-0.20000000298023224,790.6569920374789,0.00390625,1024,390.4609375,1,57.47435418600071,264,4,3.953125,2
265,0.04847344756126404,0.24127328395843506,-0.015809915959835052,5e-07,1.0,0.3343749940395355,-0.20000000298023224,1.0,0.3343749940395355,-0.20000000298023224,842.9178521946895,0.00390625,624,378.09765625,6,52.72785465900233,265,4,3.9921875,2
266,0.05652596056461334,0.20325258374214172,-0.008604122325778008,5e-07,1.0,0.302734375,-0.20000000298023224,1.0,0.302734375,-0.20000000298023224,839.7228096046841,0.00390625,675,380.9375,139,53.227088140003616,266,4,3.984375,2
267,0.0690946877002716,0.31141865253448486,0.012547973543405533,5e-07,1.0,0.26191407442092896,0.05000000074505806,1.0,0.26191407442092896,0.05000000074505806,872.3014535763455,0.00390625,758,400.23828125,250,52.8856736519956,267,4,4.0,4
268,0.05149299278855324,0.16584031283855438,-0.011797046288847923,5e-07,1.0,0.2865234613418579,0.0,1.0,0.2865234613418579,0.0,841.8545956083758,0.00390625,576,384.31640625,1,53.17337487199984,268,4,3.9921875,2
269,0.07147680222988129,0.27820464968681335,-0.007369976490736008,5e-07,1.0,0.3083984851837158,-0.20000000298023224,1.0,0.3083984851837158,-0.20000000298023224,819.7891422857793,0.00390625,762,385.33203125,1,54.965658455002995,269,4,3.984375,2
270,0.05061441659927368,0.25382617115974426,0.0044172778725624084,5e-07,1.0,0.3345703184604645,0.15000000596046448,1.0,0.3345703184604645,0.15000000596046448,857.4606969437284,0.00390625,591,389.2421875,294,52.70970455100178,270,4,4.0,4
271,0.04881132394075394,0.23899145424365997,0.007499921601265669,5e-07,1.0,0.23984375596046448,0.15000000596046448,1.0,0.23984375596046448,0.15000000596046448,872.2330943526099,0.00390625,633,396.58984375,287,52.84682534800231,271,4,4.0,4
272,0.05033739283680916,0.23829281330108643,-0.019035357981920242,5e-07,1.0,0.3453125059604645,-0.20000000298023224,1.0,0.3453125059604645,-0.20000000298023224,863.4895179538998,0.00390625,576,393.7109375,58,53.023805208998965,272,4,3.9921875,2
273,0.04997800663113594,0.2318079024553299,-0.01928183063864708,5e-07,1.0,0.31816408038139343,-0.20000000298023224,1.0,0.31816408038139343,-0.20000000298023224,853.8623186264392,0.00390625,658,386.1328125,30,52.76201914199919,273,4,3.9921875,2
274,0.0488455556333065,0.19461362063884735,-0.009044984355568886,5e-07,1.0,0.3443359434604645,-0.20000000298023224,1.0,0.3443359434604645,-0.20000000298023224,853.8456414832115,0.00390625,623,393.2578125,27,53.33223921000172,274,4,3.984375,2
275,0.06826070696115494,0.30182039737701416,0.02913939394056797,5e-07,1.0,0.37812501192092896,-0.20000000298023224,1.0,0.37812501192092896,-0.20000000298023224,796.0275501527362,0.00390625,1024,397.3984375,1,57.63808047999919,275,4,3.9921875,2
276,0.06363438069820404,0.26004472374916077,0.030332043766975403,5e-07,1.0,0.2816406488418579,-0.10000000149011612,1.0,0.2816406488418579,-0.10000000149011612,830.0507459129001,0.00390625,762,391.8359375,277,54.87194635299966,276,4,3.984375,2
277,0.05103425309062004,0.3070521652698517,0.050912514328956604,5e-07,1.0,0.2884765863418579,-0.20000000298023224,1.0,0.2884765863418579,-0.20000000298023224,812.8391184322435,0.00390625,1024,399.640625,133,56.65081681700394,277,4,3.9765625,2
278,0.0484338141977787,0.2788067162036896,-0.004973245784640312,5e-07,1.0,0.23945313692092896,-0.20000000298023224,1.0,0.23945313692092896,-0.20000000298023224,854.7298508105633,0.00390625,738,392.28515625,1,53.301344227998925,278,4,3.9765625,2
279,0.05166387930512428,0.2951739728450775,-0.0034506358206272125,5e-07,1.0,0.2841796875,0.0,1.0,0.2841796875,0.0,850.3069538732008,0.00390625,831,381.38671875,29,52.45723299900419,279,6,4.0,2
280,0.05095300078392029,0.2927253246307373,0.014416949823498726,5e-07,1.0,0.33183595538139343,0.05000000074505806,1.0,0.33183595538139343,0.05000000074505806,853.4427119129721,0.00390625,735,393.125,269,53.34863062799559,280,4,4.0,4
281,0.05607117339968681,0.2519248127937317,0.000597334117628634,5e-07,1.0,0.2978515625,-0.20000000298023224,1.0,0.2978515625,-0.20000000298023224,849.3021478083837,0.00390625,948,406.6875,87,54.993385005000164,281,4,3.9921875,2
282,0.05008530244231224,0.2083093672990799,0.004627803340554237,5e-07,1.0,0.32890626788139343,0.15000000596046448,1.0,0.32890626788139343,0.15000000596046448,834.0513211759193,0.00390625,644,376.2734375,278,53.047694879998744,282,4,4.0,4
283,0.047640834003686905,0.13997973501682281,-0.0021613501012325287,5e-07,1.0,0.26328128576278687,0.15000000596046448,1.0,0.26328128576278687,0.15000000596046448,863.5131721134003,0.00390625,562,396.5234375,280,52.919285397998465,283,4,4.0,4
284,0.06430169194936752,0.24067296087741852,0.0364120751619339,5e-07,1.0,0.3275391161441803,-0.20000000298023224,1.0,0.3275391161441803,-0.20000000298023224,798.6668945003984,0.00390625,1024,395.34765625,251,57.310814201999165,284,4,3.9921875,2
285,0.058375000953674316,0.30279409885406494,-0.006988467648625374,5e-07,1.0,0.40800783038139343,0.10000000149011612,1.0,0.40800783038139343,0.10000000149011612,867.4474737425845,0.00390625,686,396.0,244,52.92654758900608,285,4,4.0,4
286,0.05292182043194771,0.34663647413253784,0.017891183495521545,5e-07,1.0,0.2705078423023224,0.0,1.0,0.2705078423023224,0.0,856.3912399678071,0.00390625,599,388.03125,37,52.84383805899415,286,4,3.984375,2
287,0.05003267154097557,0.29385048151016235,0.028739498928189278,5e-07,1.0,0.2533203065395355,0.05000000074505806,1.0,0.2533203065395355,0.05000000074505806,815.6386625307282,0.00390625,919,387.4765625,290,55.228500154997164,287,4,3.9921875,2
288,0.04947391152381897,0.24870091676712036,0.037247806787490845,5e-07,1.0,0.322265625,-0.20000000298023224,1.0,0.322265625,-0.20000000298023224,794.05666287687,0.00390625,1024,394.00390625,118,57.40301937000186,288,4,3.984375,2
289,0.08197338879108429,0.26589709520339966,0.030646339058876038,5e-07,1.0,0.26582032442092896,0.05000000074505806,1.0,0.26582032442092896,0.05000000074505806,798.9239169719801,0.00390625,1024,391.01171875,261,56.83738968800026,289,4,4.0,4
290,0.06068071722984314,0.29916468262672424,-0.0016059419140219688,5e-07,1.0,0.3144531548023224,-0.20000000298023224,1.0,0.3144531548023224,-0.20000000298023224,837.7082088498382,0.00390625,677,376.1171875,1,53.00115187000483,290,4,3.984375,2
291,0.04799376428127289,0.15095625817775726,-0.002801155671477318,5e-07,1.0,0.30917972326278687,0.15000000596046448,1.0,0.30917972326278687,0.15000000596046448,852.8722557396302,0.00390625,649,384.8046875,238,52.70718996600044,291,4,4.0,4
292,0.05107785388827324,0.327798992395401,0.00487246410921216,5e-07,1.0,0.28496095538139343,-0.20000000298023224,1.0,0.28496095538139343,-0.20000000298023224,834.466061606287,0.00390625,855,398.71875,52,55.49416822400235,292,4,3.9765625,2
293,0.05083388462662697,0.25154027342796326,-0.006534629501402378,5e-07,1.0,0.3187500238418579,0.0,1.0,0.3187500238418579,0.0,808.7143673785699,0.00390625,813,380.31640625,1,55.117420684000535,293,4,3.984375,2
294,0.050434499979019165,0.2071685940027237,0.026076283305883408,5e-07,1.0,0.318359375,-0.10000000149011612,1.0,0.318359375,-0.10000000149011612,795.755160445057,0.00390625,1024,386.234375,1,56.73730092400365,294,4,3.984375,2
295,0.048177458345890045,0.2001713067293167,0.004138173535466194,5e-07,1.0,0.35175779461860657,0.15000000596046448,1.0,0.35175779461860657,0.15000000596046448,853.8023083419254,0.0078125,535,383.24609375,289,52.5235754949972,295,4,4.0,4
296,0.05258703976869583,0.3099566400051117,-0.007751639932394028,5e-07,1.0,0.3050781488418579,-0.20000000298023224,1.0,0.3050781488418579,-0.20000000298023224,847.593632771155,0.00390625,605,380.42578125,1,52.85817196800053,296,4,3.9765625,2
297,0.04816256836056709,0.2806065082550049,-0.010213456116616726,5e-07,1.0,0.32734376192092896,-0.20000000298023224,1.0,0.32734376192092896,-0.20000000298023224,859.0455608802527,0.00390625,744,394.0625,1,53.20905209400371,297,4,3.96875,2
298,0.052140507847070694,0.4675597846508026,0.0031966716051101685,5e-07,1.0,0.3001953065395355,-0.20000000298023224,1.0,0.3001953065395355,-0.20000000298023224,836.7764917724156,0.00390625,663,375.19921875,121,52.936178818999906,298,4,3.9921875,2
299,0.057686947286129,0.22340689599514008,0.0060460325330495834,5e-07,1.0,0.20585936307907104,0.10000000149011612,1.0,0.20585936307907104,0.10000000149011612,838.1602074466687,0.00390625,591,370.7421875,264,52.5180026550006,299,4,4.0,4
300,0.05077904835343361,0.2574707269668579,-0.003225604072213173,5e-07,1.0,0.3417969346046448,0.15000000596046448,1.0,0.3417969346046448,0.15000000596046448,724.900768479911,0.00390625,739,385.5078125,287,62.40923167300207,300,4,4.0,4
301,0.06870554387569427,0.30260881781578064,0.01273930910974741,5e-07,0.8999999761581421,0.05859375,-0.20000000298023224,0.8999999761581421,0.05859375,-0.20000000298023224,483.5515552772366,0.00390625,488,147.7890625,29,61.93651881199912,301,6,3.9921875,2
302,0.06367823481559753,0.09165968745946884,-0.0012186774984002113,5e-07,0.8999999761581421,0.03437500074505806,-0.10000000149011612,0.8999999761581421,0.03437500074505806,-0.10000000149011612,522.6190467078648,0.00390625,536,149.65625,73,57.64236912100023,302,4,4.0,4
303,0.07028486579656601,0.27751538157463074,0.0001795729622244835,5e-07,0.8999999761581421,0.07148437201976776,-0.20000000298023224,0.8999999761581421,0.07148437201976776,-0.20000000298023224,481.76636029823794,0.00390625,356,149.6796875,71,62.14526888399996,303,6,4.0078125,4
304,0.0711762011051178,0.39937663078308105,0.0703735202550888,5e-07,0.699999988079071,0.05703124776482582,-0.20000000298023224,0.699999988079071,0.05703124776482582,-0.20000000298023224,498.87848575797057,0.00390625,1024,149.87890625,62,60.20153375499649,304,4,3.9765625,2
305,0.0637112632393837,0.27337342500686646,-0.007166680879890919,5e-07,0.8999999761581421,0.07109375298023224,-0.20000000298023224,0.8999999761581421,0.07109375298023224,-0.20000000298023224,479.79008744945526,0.00390625,311,142.87109375,1,61.572239137,305,6,3.9921875,2
306,0.06778767704963684,0.32026949524879456,0.0016057780012488365,5e-07,0.8999999761581421,0.04960937798023224,-0.20000000298023224,0.8999999761581421,0.04960937798023224,-0.20000000298023224,513.664747805889,0.00390625,527,143.171875,70,57.62124055899767,306,4,3.9921875,2
307,0.08193640410900116,0.3458980321884155,0.09472377598285675,5e-07,0.8999999761581421,0.07929687947034836,-0.20000000298023224,0.8999999761581421,0.07929687947034836,-0.20000000298023224,477.3654386697576,0.0078125,1024,144.6484375,36,61.95358441200369,307,4,3.9765625,2
308,0.0824267715215683,0.28371161222457886,0.017679687589406967,5e-07,0.8999999761581421,0.04726562649011612,-0.20000000298023224,0.8999999761581421,0.04726562649011612,-0.20000000298023224,484.95494109336175,0.00390625,784,148.359375,65,62.04081544600194,308,6,3.9609375,2
309,0.07296750694513321,0.2424640655517578,-0.006647375877946615,5e-07,0.8999999761581421,0.07695312798023224,-0.20000000298023224,0.8999999761581421,0.07695312798023224,-0.20000000298023224,470.97032518476846,0.00390625,345,138.3203125,1,61.913667254004395,309,6,3.9921875,2
310,0.07867831736803055,0.36031338572502136,-0.0016820160672068596,5e-07,0.8999999761581421,0.05234374850988388,-0.20000000298023224,0.8999999761581421,0.05234374850988388,-0.20000000298023224,529.3445966205004,0.00390625,406,139.5546875,61,55.55454837500292,310,4,3.984375,2
311,0.07409278303384781,0.2731090486049652,-0.014119936153292656,5e-07,0.8999999761581421,0.07070312649011612,-0.20000000298023224,0.8999999761581421,0.07070312649011612,-0.20000000298023224,522.9068325510407,0.00390625,308,137.125,1,55.90479638100078,311,4,3.9921875,2
312,0.07157249003648758,0.10524347424507141,-0.0107887526974082,5e-07,0.8999999761581421,0.03085937164723873,-0.20000000298023224,0.8999999761581421,0.03085937164723873,-0.20000000298023224,480.1208787559222,0.00390625,429,140.12109375,46,61.615212561999215,312,6,4.0,2
313,0.07949268072843552,0.418856680393219,0.004132717847824097,5e-07,0.8999999761581421,0.08632811903953552,-0.20000000298023224,0.8999999761581421,0.08632811903953552,-0.20000000298023224,520.612878785409,0.00390625,354,137.04296875,1,56.511759886998334,313,4,3.9609375,2
314,0.09004223346710205,0.3675004839897156,0.0398084782063961,5e-07,0.8999999761581421,0.03359374776482582,-0.20000000298023224,0.8999999761581421,0.03359374776482582,-0.20000000298023224,494.70698196929163,0.00390625,1024,153.3984375,74,61.730481099002645,314,6,4.0,2
315,0.07562685757875443,0.25201931595802307,-0.00759163498878479,5e-07,0.8999999761581421,0.068359375,-0.20000000298023224,0.8999999761581421,0.068359375,-0.20000000298023224,525.1825030472694,0.00390625,321,135.44140625,72,55.52403179999965,315,4,3.9921875,2
316,0.08574041724205017,0.2797118127346039,0.04942828044295311,5e-07,0.8999999761581421,0.03671874850988388,-0.20000000298023224,0.8999999761581421,0.03671874850988388,-0.20000000298023224,532.916983652783,0.00390625,1024,143.3046875,70,55.63999817900185,316,4,3.984375,2
317,0.07587049901485443,0.143256276845932,0.002920410130172968,5e-07,0.8999999761581421,0.03750000149011612,-0.10000000149011612,0.8999999761581421,0.03750000149011612,-0.10000000149011612,483.1974959855133,0.00390625,420,143.89453125,72,61.63990965899575,317,6,4.0078125,4
318,0.07372919470071793,0.1994164139032364,-0.0020251385867595673,5e-07,0.699999988079071,0.08085937798023224,-0.20000000298023224,0.699999988079071,0.08085937798023224,-0.20000000298023224,521.2179561680131,0.00390625,450,145.28515625,37,57.490824414999224,318,4,3.9921875,2
319,0.08443950861692429,0.25336775183677673,-0.007948248647153378,5e-07,0.8999999761581421,0.05156249552965164,-0.20000000298023224,0.8999999761581421,0.05156249552965164,-0.20000000298023224,505.2995015665524,0.00390625,688,136.52734375,1,57.646504518001166,319,4,3.984375,2
320,0.08200860023498535,0.2480362057685852,-0.01045276876538992,5e-07,0.8999999761581421,0.04609375074505806,-0.20000000298023224,0.8999999761581421,0.04609375074505806,-0.20000000298023224,501.1927624729704,0.00390625,395,132.453125,65,57.48885889299709,320,4,3.9921875,2
321,0.08943566679954529,0.28114229440689087,0.00578848272562027,5e-07,0.8999999761581421,0.06406250596046448,-0.20000000298023224,0.8999999761581421,0.06406250596046448,-0.20000000298023224,528.4009098460417,0.00390625,435,138.609375,1,55.55440850499872,321,4,3.9765625,2
322,0.09849219769239426,0.3721143305301666,0.0002861376851797104,5e-07,0.8999999761581421,0.0703125,-0.20000000298023224,0.8999999761581421,0.0703125,-0.20000000298023224,513.5729629880398,0.00390625,572,143.1640625,1,58.32180071499897,322,4,3.9765625,2
323,0.09633036702871323,0.28338101506233215,-0.011391880922019482,5e-07,0.8999999761581421,0.08554687350988388,-0.20000000298023224,0.8999999761581421,0.08554687350988388,-0.20000000298023224,507.970785327256,0.00390625,262,127.80859375,1,55.88461151700176,323,4,3.9765625,2
324,0.08341158181428909,0.21604035794734955,-0.026452437043190002,5e-07,0.8999999761581421,0.06367187201976776,-0.20000000298023224,0.8999999761581421,0.06367187201976776,-0.20000000298023224,516.3133073250095,0.00390625,413,132.35546875,1,55.837704724996,324,4,3.9765625,2
325,0.08957967907190323,0.4498851001262665,-0.003681606613099575,5e-07,0.8999999761581421,0.08632811903953552,-0.10000000149011612,0.8999999761581421,0.08632811903953552,-0.10000000149011612,520.0146300756825,0.00390625,296,134.53125,30,55.708048052001686,325,4,3.9765625,2
326,0.08899378776550293,0.2256815880537033,-0.000940325204282999,5e-07,0.8999999761581421,0.03007812425494194,-0.20000000298023224,0.8999999761581421,0.03007812425494194,-0.20000000298023224,508.7130258072017,0.00390625,604,135.9921875,23,57.55602572499629,326,4,3.9765625,2
327,0.08121076971292496,0.26198747754096985,-0.00034616095945239067,5e-07,0.8999999761581421,0.0996093824505806,-0.10000000149011612,0.8999999761581421,0.0996093824505806,-0.10000000149011612,503.99623536309804,0.00390625,435,134.703125,1,57.6373352849987,327,4,3.9921875,2
328,0.09331366419792175,0.20982879400253296,-0.002847104799002409,5e-07,0.8999999761581421,0.06718750298023224,-0.20000000298023224,0.8999999761581421,0.06718750298023224,-0.20000000298023224,507.4091031069659,0.00390625,518,137.44140625,1,57.64825625099911,328,4,3.9765625,2
329,0.10253793746232986,0.23150184750556946,-0.007602761499583721,5e-07,0.8999999761581421,0.083984375,-0.10000000149011612,0.8999999761581421,0.083984375,-0.10000000149011612,512.6709958577829,0.00390625,249,129.8515625,1,55.88281808699685,329,4,3.9921875,2
330,0.09504339098930359,0.2502933144569397,-0.009381178766489029,5e-07,0.8999999761581421,0.11562499403953552,-0.10000000149011612,0.8999999761581421,0.11562499403953552,-0.10000000149011612,496.07808039898464,0.00390625,466,130.84765625,74,57.874457942001754,330,4,4.0,4
331,0.08417445421218872,0.19250120222568512,-0.002307540737092495,5e-07,0.8999999761581421,0.068359375,-0.20000000298023224,0.8999999761581421,0.068359375,-0.20000000298023224,523.1844908162063,0.00390625,305,135.0390625,73,55.70788223200361,331,4,4.0,4
